,soldDate,propertyType,address,city,zipOrPostalCode,price,beds,baths,location,squareFeet,lotSize,yearBuilt,ppsf,latitude,longitude,walkScore,bikeScore,transitScore,rentalValue,elementry,middle,high,listPrice
376,February-20-2024,Single Family Residential,1481 Los Rios Dr,San Jose,95120.0,1999999.0,5.0,2.5,SAN JOSE,2278.0,9111.0,1968.0,878.0,37.2254666,-121.8959713,21.0,36.0,20.0,5365.0,6.0,6.0,8.0,1999999.0
378,November-2-2023,Single Family Residential,198 Blossom Hill Rd,San Jose,95123.0,900000.0,3.0,2.5,San Jose,1546.0,7405.0,1963.0,582.0,37.2511205,-121.8125322,,,,,,,,
379,October-13-2023,Single Family Residential,2320 Plateau Dr,San Jose,95125.0,1315000.0,3.0,2.5,SAN JOSE,1937.0,2204.0,2004.0,679.0,37.2960448,-121.8673129,39.0,42.0,49.0,4984.0,4.0,4.0,6.0,1299000.0
382,December-28-2023,Single Family Residential,3668 Sydney Ct,San Jose,95132.0,1700000.0,4.0,3.0,NORTHWOOD,1820.0,6000.0,1970.0,934.0,37.4203621,-121.8585478,35.0,47.0,29.0,4365.0,6.0,5.0,7.0,1700000.0
383,November-3-2023,Single Family Residential,263 CRESTA VISTA Way,San Jose,95119.0,1200000.0,4.0,2.0,SAN JOSE,1735.0,7826.0,1968.0,692.0,37.2338405,-121.7960917,59.0,56.0,50.0,0.0,7.0,5.0,8.0,1540000.0
387,November-3-2023,Single Family Residential,947 Diana Ave,San Jose,95116.0,880000.0,3.0,2.0,SAN JOSE,1167.0,6098.0,1978.0,754.0,37.3462363,-121.836712,77.0,67.0,49.0,3665.0,1.0,2.0,7.0,880000.0
388,September-22-2023,Single Family Residential,2202 Riordan Dr,San Jose,95130.0,1650000.0,3.0,2.0,SAN JOSE,1230.0,5446.0,1963.0,1341.0,37.2819506,-121.9838566,21.0,62.0,37.0,4180.0,7.0,5.0,7.0,1599000.0
390,February-14-2024,Single Family Residential,173 Cleaves Ave,San Jose,95126.0,1375000.0,2.0,1.0,San Jose,1120.0,6098.0,1948.0,1228.0,37.3270128,-121.907597,92.0,87.0,66.0,3292.0,4.0,3.0,6.0,1375000.0
391,December-28-2023,Single Family Residential,3086 Linkfield Way,San Jose,95135.0,1500000.0,4.0,2.0,SAN JOSE,2316.0,9148.0,1976.0,648.0,37.3050357,-121.7698322,28.0,36.0,29.0,5085.0,7.0,7.0,9.0,1599900.0
393,February-2-2024,Single Family Residential,5542 Carew Way,San Jose,95123.0,1600000.0,3.0,2.5,SAN JOSE,1895.0,3049.0,2012.0,844.0,37.2520637,-121.8456844,67.0,75.0,44.0,4547.0,3.0,8.0,8.0,1488000.0
394,December-8-2023,Single Family Residential,1085 Normington Way,San Jose,95136.0,1390000.0,4.0,2.0,SAN JOSE,1922.0,5663.0,1973.0,723.0,37.2703543,-121.8742725,41.0,53.0,38.0,4437.0,3.0,5.0,6.0,1390000.0
395,March-7-2024,Single Family Residential,5389 Leigh Ave,San Jose,95124.0,1830000.0,3.0,2.0,SAN JOSE,1480.0,6534.0,1958.0,1236.0,37.2405966,-121.9230109,41.0,58.0,27.0,4105.0,7.0,8.0,8.0,1749000.0
396,January-3-2024,Single Family Residential,2913 Westgate Ave,San Jose,95125.0,2070000.0,3.0,2.5,SAN JOSE,1725.0,7405.0,1956.0,1200.0,37.2775608,-121.8893243,69.0,70.0,30.0,4931.0,6.0,5.0,7.0,1988888.0
397,January-26-2024,Single Family Residential,2980 Fenwick Way,San Jose,95148.0,1125000.0,4.0,2.0,SAN JOSE,1538.0,5663.0,1972.0,731.0,37.31678,-121.8035663,30.0,57.0,43.0,0.0,5.0,5.0,8.0,1150000.0
398,October-25-2023,Single Family Residential,2407 Lansford Ave,San Jose,95125.0,1500000.0,3.0,1.0,SAN JOSE,1618.0,7946.0,1949.0,927.0,37.2837695,-121.8940817,31.0,71.0,35.0,4138.0,6.0,5.0,7.0,1500000.0
399,February-13-2024,Single Family Residential,1558 Pam Ln,San Jose,95120.0,2285000.0,5.0,3.0,SAN JOSE,2760.0,7405.0,1980.0,828.0,37.2306795,-121.8991724,23.0,42.0,25.0,5935.0,6.0,6.0,8.0,2250000.0
402,February-5-2024,Single Family Residential,5150 Harwood Rd,San Jose,95124.0,2170000.0,4.0,2.0,SAN JOSE,1817.0,6970.0,1969.0,1194.0,37.244888,-121.912776,48.0,39.0,22.0,4663.0,6.0,6.0,8.0,1999999.0
403,February-8-2024,Single Family Residential,1751 Darwin Way,San Jose,95122.0,828888.0,3.0,2.0,SAN JOSE,1040.0,6098.0,1959.0,797.0,37.3329917,-121.8337315,40.0,50.0,48.0,3399.0,4.0,2.0,4.0,799999.0
404,October-18-2023,Single Family Residential,7076 Kindra Hill Dr,San Jose,95120.0,2835004.0,4.0,4.5,SAN JOSE,6199.0,17802.0,2002.0,457.0,37.2058147,-121.8381799,23.0,31.0,18.0,10122.0,7.0,7.0,6.0,2835004.0
411,October-6-2023,Single Family Residential,1094 W Riverside Way,San Jose,95129.0,3865000.0,4.0,3.0,SAN JOSE,2970.0,7703.0,2023.0,1301.0,37.3060541,-122.0215975,54.0,66.0,39.0,4479.0,7.0,8.0,9.0,3865000.0
415,January-31-2024,Single Family Residential,3114 Rasmus Cir,San Jose,95148.0,2340000.0,4.0,3.0,San Jose,2442.0,8712.0,1985.0,958.0,37.3254782,-121.780314,33.0,41.0,20.0,5702.0,7.0,6.0,9.0,2340000.0
419,October-3-2023,Single Family Residential,6625 Devonshire Dr,San Jose,95129.0,4500000.0,5.0,4.5,SAN JOSE,3427.0,7950.0,2013.0,1313.0,37.3029682,-122.020215,50.0,65.0,28.0,10443.0,7.0,8.0,9.0,4500000.0
420,October-5-2023,Single Family Residential,1369 Garrans Dr,San Jose,95130.0,1710000.0,3.0,2.0,SAN JOSE,1207.0,7447.0,1958.0,1417.0,37.2995511,-121.9793251,77.0,76.0,40.0,4118.0,5.0,5.0,7.0,1710000.0
421,January-31-2024,Single Family Residential,1375 Milton Way,San Jose,95125.0,1030000.0,2.0,1.0,SAN JOSE,1053.0,6098.0,1939.0,978.0,37.308244,-121.8909694,88.0,90.0,50.0,3388.0,4.0,5.0,7.0,998000.0
424,December-1-2023,Single Family Residential,1129 Manor Dr,San Jose,95125.0,1750000.0,2.0,2.0,San Jose,1638.0,6098.0,1951.0,1068.0,37.2875593,-121.8875902,,,,,,,,
425,December-8-2023,Single Family Residential,416 Ardis Ave,San Jose,95117.0,1250000.0,3.0,1.0,SAN JOSE,1095.0,9148.0,1950.0,1142.0,37.320526,-121.9571984,64.0,70.0,48.0,0.0,5.0,3.0,6.0,1250000.0
428,January-31-2024,Single Family Residential,1275 Madrona Ave,San Jose,95125.0,1575000.0,3.0,2.0,SAN JOSE,1440.0,8580.0,1953.0,1094.0,37.2897471,-121.8942151,,,,,,,,
430,January-30-2024,Single Family Residential,6496 Sproul Ct,San Jose,95120.0,1595000.0,3.0,2.0,SAN JOSE,1531.0,8712.0,1976.0,1042.0,37.221207,-121.8660232,70.0,72.0,27.0,4305.0,7.0,6.0,6.0,1688000.0
432,November-20-2023,Single Family Residential,1754 Comstock Ln,San Jose,95124.0,1800000.0,4.0,2.0,SAN JOSE,1496.0,6557.0,1961.0,1203.0,37.2774782,-121.9134206,38.0,55.0,34.0,4228.0,5.0,5.0,7.0,1800000.0
433,January-29-2024,Single Family Residential,5052 Montreal Dr,San Jose,95130.0,1500000.0,3.0,2.0,SAN JOSE,1127.0,5663.0,1959.0,1331.0,37.275295,-121.9895771,13.0,51.0,32.0,3976.0,8.0,6.0,8.0,1495000.0
435,March-8-2024,Single Family Residential,1437 Scossa Ave,San Jose,95118.0,1535000.0,4.0,2.0,SAN JOSE,1360.0,6098.0,1962.0,1129.0,37.2558714,-121.8911472,62.0,59.0,28.0,4075.0,3.0,5.0,6.0,1535000.0
437,February-26-2024,Single Family Residential,14770 Whipple Ct,San Jose,95127.0,1461800.0,4.0,3.0,SAN JOSE,2231.0,6534.0,1960.0,655.0,37.3729803,-121.8138003,8.0,25.0,0.0,4589.0,1.0,3.0,4.0,1285000.0
438,October-27-2023,Single Family Residential,394 Avenida Arboles,San Jose,95123.0,1675000.0,4.0,2.0,SAN JOSE,2009.0,6440.0,1968.0,834.0,37.2549934,-121.8375726,53.0,63.0,45.0,4504.0,5.0,8.0,8.0,1499500.0
439,November-17-2023,Single Family Residential,2088 Cully Pl,San Jose,95124.0,2850000.0,4.0,4.5,SAN JOSE,2868.0,3915.0,2023.0,994.0,37.2647975,-121.9351117,72.0,72.0,37.0,7630.0,6.0,6.0,9.0,2850000.0
441,March-1-2024,Single Family Residential,1863 Worthington Cir,Santa Clara,95050.0,2150000.0,4.0,2.5,SANTA CLARA,2235.0,3049.0,2014.0,962.0,37.3268937,-121.9529547,75.0,81.0,45.0,5524.0,5.0,3.0,6.0,1988000.0
443,September-29-2023,Single Family Residential,4157 Horizon Ct,San Jose,95148.0,1900000.0,3.0,3.0,SAN JOSE,2147.0,4358.0,2002.0,885.0,37.3191633,-121.7643572,16.0,42.0,20.0,4917.0,6.0,6.0,9.0,1898888.0
445,September-29-2023,Single Family Residential,2042 Panama Ave,San Jose,95122.0,825000.0,3.0,1.5,SAN JOSE,960.0,4959.0,1961.0,859.0,37.3265576,-121.8332422,45.0,47.0,47.0,3286.0,2.0,2.0,4.0,
447,November-13-2023,Single Family Residential,1428 Calaveras Ave,San Jose,95126.0,2300000.0,3.0,2.5,SAN JOSE,2149.0,11812.0,1950.0,1070.0,37.3299224,-121.9203106,86.0,77.0,50.0,5262.0,4.0,3.0,6.0,2300000.0
450,January-17-2024,Single Family Residential,772 Dailey Ave,San Jose,95123.0,1150000.0,4.0,2.5,SAN JOSE,1852.0,6098.0,1975.0,621.0,37.247559,-121.8514353,65.0,76.0,37.0,4557.0,4.0,6.0,6.0,1150000.0
451,October-23-2023,Single Family Residential,208 N 33rd St,San Jose,95116.0,900000.0,3.0,2.5,SAN JOSE,1034.0,3801.0,1918.0,870.0,37.3546134,-121.8621985,,,,,,,,
453,December-20-2023,Single Family Residential,4952 Esther Dr,San Jose,95124.0,1995000.0,4.0,2.0,SAN JOSE,1298.0,6534.0,1955.0,1537.0,37.2474331,-121.9350672,42.0,46.0,35.0,0.0,9.0,8.0,8.0,1850000.0
454,January-19-2024,Single Family Residential,551 Raymond Ave,San Jose,95128.0,1400000.0,3.0,2.0,SAN JOSE,1967.0,5250.0,1940.0,712.0,37.3179471,-121.9290226,,,,,,,,
455,February-1-2024,Single Family Residential,1840 Arroyo De Platina,San Jose,95116.0,930000.0,3.0,2.0,SAN JOSE,1129.0,3485.0,1982.0,824.0,37.3588206,-121.8546821,53.0,53.0,53.0,3582.0,2.0,2.0,7.0,930000.0
459,February-29-2024,Single Family Residential,2289 Datoro Dr,San Jose,95130.0,1400000.0,3.0,2.0,SAN JOSE,1181.0,5227.0,1963.0,1185.0,37.2806595,-121.9852115,21.0,54.0,34.0,4056.0,7.0,5.0,7.0,1488000.0
460,December-14-2023,Single Family Residential,4201 Kingspark Dr,San Jose,95136.0,1125000.0,3.0,2.0,SAN JOSE,2236.0,5663.0,1971.0,503.0,37.2722005,-121.8399159,43.0,57.0,49.0,4572.0,4.0,3.0,4.0,1250000.0
461,February-27-2024,Single Family Residential,1528 Arata Ct,San Jose,95125.0,1720000.0,3.0,2.0,SAN JOSE,1490.0,6098.0,1964.0,1154.0,37.3064432,-121.8851891,44.0,88.0,52.0,0.0,2.0,5.0,7.0,1700000.0
462,February-27-2024,Single Family Residential,1150 Delynn Way,San Jose,95125.0,1860000.0,3.0,1.5,SAN JOSE,1667.0,10019.0,1953.0,1116.0,37.2841226,-121.8855671,55.0,67.0,36.0,4576.0,6.0,5.0,7.0,1860000.0
463,February-29-2024,Single Family Residential,1722 Valpico Dr,San Jose,95124.0,1880000.0,3.0,2.0,SAN JOSE,1569.0,6098.0,1960.0,1198.0,37.2750964,-121.9106422,28.0,58.0,34.0,4228.0,6.0,5.0,7.0,1880000.0
464,December-13-2023,Single Family Residential,2366 Azevedo Pkwy,San Jose,95125.0,1000000.0,2.0,2.5,WILLOW GREEN,1690.0,1396.0,2004.0,592.0,37.2957974,-121.8650003,25.0,21.0,49.0,4560.0,4.0,4.0,6.0,1000000.0
465,March-12-2024,Single Family Residential,6290 Via De Adrianna,San Jose,95120.0,2200000.0,4.0,2.5,SAN JOSE,1974.0,8276.0,1973.0,1114.0,37.2215903,-121.886612,34.0,26.0,25.0,4956.0,6.0,6.0,6.0,2099900.0
466,October-6-2023,Single Family Residential,482 S Henry Ave,San Jose,95117.0,3180000.0,6.0,5.5,SAN JOSE,3762.0,7102.0,2023.0,845.0,37.3190498,-121.9551099,57.0,75.0,49.0,9047.0,5.0,3.0,6.0,3180000.0
468,November-8-2023,Single Family Residential,1549 Hicks Ave,San Jose,95125.0,2350000.0,3.0,2.5,SAN JOSE,2439.0,8209.0,1948.0,964.0,37.2971734,-121.9056854,41.0,67.0,39.0,0.0,4.0,5.0,7.0,2199950.0
469,December-11-2023,Single Family Residential,4996 Kenlar Dr,San Jose,95124.0,3215000.0,4.0,3.0,SAN JOSE,2966.0,6930.0,2023.0,1084.0,37.2467287,-121.928267,55.0,57.0,34.0,3784.0,9.0,8.0,8.0,3215000.0
471,March-6-2024,Single Family Residential,2180 Wynfair Ridge Way,San Jose,95138.0,3150000.0,4.0,3.0,SAN JOSE,3723.0,29185.0,1996.0,846.0,37.2965995,-121.774706,13.0,26.0,28.0,7908.0,7.0,7.0,8.0,3199888.0
472,March-4-2024,Single Family Residential,4904 Trent Dr,San Jose,95124.0,1950000.0,3.0,2.0,SAN JOSE,1161.0,5663.0,1956.0,1680.0,37.2489469,-121.923772,29.0,50.0,33.0,3743.0,9.0,8.0,8.0,999000.0
474,March-4-2024,Single Family Residential,2130 Bayhaven Dr,San Jose,95122.0,999900.0,4.0,3.0,SAN JOSE,1783.0,5589.0,1962.0,561.0,37.3319412,-121.8221647,29.0,46.0,49.0,4142.0,4.0,3.0,4.0,999900.0
477,December-1-2023,Single Family Residential,1148 Corvallis Dr,San Jose,95120.0,1900000.0,4.0,2.5,SAN JOSE,1983.0,9583.0,1966.0,958.0,37.2128534,-121.8561943,45.0,55.0,25.0,4960.0,8.0,7.0,6.0,1900000.0
478,February-5-2024,Single Family Residential,4958 Country Ln,San Jose,95129.0,1999999.0,3.0,2.0,San Jose,1146.0,6098.0,1959.0,1745.0,37.2978543,-121.988832,,,,,,,,
479,February-28-2024,Single Family Residential,1015 Wilsham Dr,San Jose,95132.0,1525000.0,4.0,2.0,SAN JOSE,1762.0,6001.0,1970.0,865.0,37.3846456,-121.8562166,61.0,82.0,47.0,4291.0,5.0,6.0,7.0,1525000.0
481,October-20-2023,Single Family Residential,1797 Nelson Way,San Jose,95124.0,2300000.0,6.0,4.5,SAN JOSE,2385.0,7432.0,1956.0,964.0,37.2584036,-121.9164434,66.0,57.0,25.0,3826.0,6.0,6.0,9.0,2300000.0
482,March-4-2024,Single Family Residential,1480 Mardan Dr,San Jose,95132.0,1655000.0,3.0,2.0,SAN JOSE,1277.0,5663.0,1969.0,1296.0,37.4065668,-121.8543263,32.0,47.0,36.0,3728.0,5.0,7.0,8.0,1399000.0
484,January-26-2024,Single Family Residential,1549 San Gabriel Way,San Jose,95125.0,2250000.0,3.0,2.5,San Jose,1817.0,7841.0,1956.0,1238.0,37.2967629,-121.9171991,76.0,67.0,43.0,5115.0,5.0,3.0,6.0,2250000.0
486,December-7-2023,Single Family Residential,20642 Kirwin Ln,Cupertino,95014.0,2638000.0,3.0,1.5,CUPERTINO,1329.0,9148.0,1951.0,1985.0,37.3131428,-122.0347778,75.0,80.0,40.0,4408.0,7.0,8.0,8.0,2590000.0
487,February-23-2024,Single Family Residential,2865 Benjamin Ave,San Jose,95124.0,2500000.0,4.0,2.5,SAN JOSE,2147.0,8932.0,1959.0,1164.0,37.2702322,-121.934194,,,,,,,,
488,November-1-2023,Single Family Residential,1072 Lancer Dr,San Jose,95129.0,2135000.0,3.0,2.0,CUPERTINO,1133.0,6300.0,1959.0,1884.0,37.3063876,-122.0165447,70.0,71.0,38.0,0.0,7.0,8.0,9.0,1799000.0
489,February-13-2024,Single Family Residential,1229 ROSEBRIAR Way,San Jose,95131.0,1300000.0,4.0,2.5,SAN JOSE,1599.0,5227.0,1985.0,813.0,37.3778051,-121.8775854,55.0,58.0,52.0,4224.0,6.0,5.0,7.0,119800.0
490,November-8-2023,Single Family Residential,1792 Wilcox Way,San Jose,95125.0,2765000.0,4.0,2.5,SAN JOSE,2416.0,8025.0,1962.0,1144.0,37.2940373,-121.8989056,31.0,59.0,38.0,6068.0,5.0,5.0,7.0,2795000.0
493,January-3-2024,Single Family Residential,2101 Cully Pl,San Jose,95124.0,2925000.0,4.0,4.5,SAN JOSE,3003.0,4177.0,2023.0,974.0,37.265103,-121.935743,72.0,72.0,37.0,7660.0,6.0,6.0,9.0,2925000.0
496,November-3-2023,Single Family Residential,1464 Palmwood Dr,San Jose,95122.0,1100000.0,3.0,2.0,SAN JOSE,1674.0,5053.0,1959.0,657.0,37.3377647,-121.833865,57.0,54.0,49.0,4061.0,1.0,2.0,4.0,1100000.0
497,October-10-2023,Single Family Residential,6338 Sponson Ct,San Jose,95123.0,1850000.0,4.0,2.0,SAN JOSE,2050.0,10249.0,1971.0,902.0,37.2302153,-121.8046788,42.0,45.0,41.0,4525.0,5.0,5.0,8.0,1850000.0
498,February-27-2024,Single Family Residential,1579 Oak Canyon Dr,San Jose,95120.0,2560000.0,4.0,3.0,SAN JOSE,2725.0,7841.0,1985.0,939.0,37.2293202,-121.9022622,23.0,43.0,24.0,6169.0,6.0,6.0,8.0,2499000.0
499,February-26-2024,Single Family Residential,2068 Via Deste,Campbell,95008.0,1900000.0,3.0,3.0,CAMPBELL,1620.0,5663.0,1960.0,1173.0,37.2848739,-121.9677069,57.0,58.0,34.0,4820.0,7.0,5.0,8.0,1850000.0
500,March-12-2024,Single Family Residential,1345 Carlsen Way,San Jose,95118.0,1450000.0,4.0,2.0,SAN JOSE,1438.0,5663.0,1959.0,1008.0,37.2709195,-121.8862563,59.0,61.0,27.0,4105.0,6.0,5.0,6.0,1375000.0
501,October-17-2023,Single Family Residential,2315 Cherrystone Dr,San Jose,95128.0,1205000.0,2.0,1.0,SAN JOSE,806.0,5965.0,1950.0,1495.0,37.3350833,-121.9444002,65.0,72.0,39.0,2854.0,4.0,3.0,6.0,988000.0
502,March-1-2024,Single Family Residential,1356 Hester Ave,San Jose,95126.0,1448000.0,3.0,2.0,SAN JOSE,1300.0,3485.0,1948.0,1114.0,37.3302819,-121.9184882,86.0,79.0,51.0,2952.0,4.0,3.0,6.0,1399888.0
503,February-6-2024,Single Family Residential,3782 Kirk Rd,San Jose,95124.0,1980000.0,3.0,2.0,SAN JOSE,1632.0,6098.0,1960.0,1213.0,37.2627186,-121.9062754,58.0,50.0,27.0,4440.0,6.0,5.0,6.0,1679000.0
504,March-5-2024,Single Family Residential,18891 Newsom Ave,Cupertino,95014.0,3650000.0,5.0,3.5,CUPERTINO,2840.0,5227.0,1998.0,1285.0,37.3110473,-122.0022913,61.0,72.0,36.0,7298.0,7.0,6.0,9.0,3288000.0
505,January-5-2024,Single Family Residential,1256 Mary Lee Way,San Jose,95118.0,1725000.0,3.0,3.0,SAN JOSE,1967.0,7272.0,1968.0,877.0,37.2721382,-121.8834249,53.0,65.0,28.0,4981.0,6.0,5.0,6.0,1624888.0
506,March-11-2024,Single Family Residential,1959 Jonathan Ave,San Jose,95125.0,1880000.0,3.0,2.0,WILLOW GLEN,1478.0,5100.0,1948.0,1272.0,37.2970994,-121.8861896,58.0,62.0,40.0,0.0,5.0,5.0,7.0,1790000.0
507,January-12-2024,Single Family Residential,1138 Crescent Dr,San Jose,95125.0,2600000.0,4.0,3.0,SAN JOSE,2832.0,6534.0,1939.0,918.0,37.3091819,-121.9035071,,,,,,,,
508,February-29-2024,Single Family Residential,830 Daffodil Way,San Jose,95117.0,2220000.0,4.0,2.0,SAN JOSE,1562.0,6098.0,1961.0,1421.0,37.3119748,-121.9708837,,,,,,,,
509,February-22-2024,Single Family Residential,2429 De Soto Dr,San Jose,95124.0,3205000.0,4.0,2.5,SAN JOSE,2569.0,6970.0,2003.0,1248.0,37.2454791,-121.9466444,49.0,53.0,0.0,6440.0,9.0,8.0,8.0,2799000.0
510,October-5-2023,Single Family Residential,3508 Telegraph Dr,San Jose,95132.0,1660000.0,3.0,2.5,SAN JOSE,1717.0,6063.0,1964.0,967.0,37.399067,-121.8392475,25.0,25.0,33.0,4578.0,6.0,6.0,8.0,1488888.0
511,January-31-2024,Single Family Residential,1544 Rose Anna Dr,San Jose,95118.0,1660000.0,3.0,2.0,SAN JOSE,1400.0,6098.0,1959.0,1186.0,37.2458328,-121.8985212,48.0,46.0,28.0,4006.0,6.0,6.0,9.0,1395888.0
512,February-23-2024,Single Family Residential,3319 Thompson Ave,San Jose,95118.0,1950000.0,4.0,2.0,SAN JOSE,1820.0,6970.0,1960.0,1071.0,37.2691514,-121.8956209,,,,,,,,
513,October-16-2023,Single Family Residential,3511 Laurant Way,San Jose,95132.0,1457000.0,4.0,2.0,SAN JOSE,1918.0,6525.0,1970.0,760.0,37.4174238,-121.8604582,38.0,52.0,32.0,4457.0,6.0,5.0,7.0,1398000.0
514,October-24-2023,Single Family Residential,1544 San Joaquin Ave,San Jose,95118.0,1301000.0,3.0,2.0,SAN JOSE,1214.0,5771.0,1954.0,1072.0,37.2708947,-121.8988834,55.0,56.0,26.0,0.0,6.0,5.0,7.0,1200000.0
515,February-8-2024,Single Family Residential,1644 Willowmont Ave,San Jose,95124.0,1600000.0,3.0,2.0,SAN JOSE,1243.0,6970.0,1959.0,1287.0,37.2646862,-121.9047906,59.0,50.0,27.0,3857.0,6.0,5.0,6.0,1425000.0
516,November-28-2023,Single Family Residential,5298 Garwood,San Jose,95118.0,1200000.0,3.0,1.0,SAN JOSE,1276.0,6523.0,1964.0,940.0,37.2499538,-121.8878837,76.0,54.0,32.0,3836.0,3.0,6.0,6.0,1488000.0
517,March-8-2024,Single Family Residential,1144 Craig Dr,San Jose,95129.0,2650000.0,3.0,2.0,SAN JOSE,1133.0,6098.0,1959.0,2339.0,37.3043862,-122.0157934,66.0,69.0,37.0,3949.0,7.0,8.0,9.0,2498000.0
519,October-23-2023,Single Family Residential,1334 Britton Ave,San Jose,95125.0,3500000.0,4.0,3.5,SAN JOSE,3562.0,11925.0,2005.0,983.0,37.3025015,-121.9090418,39.0,71.0,41.0,8727.0,4.0,5.0,7.0,3299000.0
520,February-13-2024,Single Family Residential,2843 Rustic Dr,San Jose,95124.0,1403000.0,3.0,1.0,SAN JOSE,930.0,5130.0,1952.0,1509.0,37.2701117,-121.9220874,61.0,69.0,36.0,3400.0,7.0,6.0,9.0,1199000.0
521,October-19-2023,Single Family Residential,3898 Yerba Buena Ave,San Jose,95121.0,1620000.0,4.0,2.0,SAN JOSE,1670.0,8869.0,1966.0,970.0,37.3068743,-121.7835852,21.0,58.0,27.0,4064.0,7.0,5.0,8.0,1549000.0
522,February-21-2024,Single Family Residential,2932 New Jersey Ave,San Jose,95124.0,2150000.0,4.0,4.0,SAN JOSE,2417.0,5663.0,1957.0,890.0,37.2685768,-121.9251405,46.0,64.0,37.0,6676.0,7.0,6.0,9.0,1975000.0
523,February-14-2024,Single Family Residential,907 Foothill Dr,San Jose,95123.0,1600000.0,3.0,2.0,SAN JOSE,1571.0,5663.0,1968.0,1018.0,37.2380831,-121.8566836,,,,,,,,
524,November-13-2023,Single Family Residential,2276 Highland Park Ln,Campbell,95008.0,1625000.0,3.0,2.0,Campbell,1135.0,6085.0,1961.0,1432.0,37.2744295,-121.9416443,67.0,83.0,48.0,3715.0,8.0,6.0,9.0,
525,February-29-2024,Single Family Residential,1235 Whitehall Ave,San Jose,95128.0,1780000.0,3.0,2.0,AVENUE,1350.0,6018.0,1961.0,1319.0,37.3028175,-121.938845,43.0,62.0,46.0,3794.0,6.0,3.0,6.0,1598000.0
526,February-29-2024,Single Family Residential,2642 Sleepy Hollow Ln,San Jose,95116.0,835000.0,4.0,2.0,San Jose,1242.0,4792.0,1959.0,672.0,37.3506443,-121.8283931,73.0,65.0,53.0,3752.0,3.0,2.0,7.0,
527,February-20-2024,Single Family Residential,3170 Penitencia Creek Rd,San Jose,95132.0,1775000.0,4.0,2.0,SAN JOSE,1841.0,6098.0,1976.0,964.0,37.3896907,-121.8432065,45.0,72.0,40.0,4374.0,4.0,6.0,8.0,1498000.0
528,November-17-2023,Single Family Residential,1717 Valpico Dr,San Jose,95124.0,1800000.0,3.0,2.0,SAN JOSE,1569.0,7042.0,1960.0,1147.0,37.2756484,-121.91062,28.0,58.0,34.0,4228.0,6.0,5.0,7.0,1649995.0
529,March-1-2024,Single Family Residential,5588 Dartmouth Dr,San Jose,95118.0,1570000.0,3.0,2.0,SAN JOSE,1189.0,6098.0,1959.0,1320.0,37.239942,-121.8960824,55.0,50.0,29.0,3809.0,6.0,6.0,9.0,1398900.0
530,March-11-2024,Single Family Residential,1817 LOCH NESS Way,San Jose,95121.0,1320000.0,4.0,2.0,SAN JOSE,1326.0,5227.0,1971.0,995.0,37.3065098,-121.8072151,64.0,68.0,37.0,0.0,4.0,7.0,8.0,998888.0
531,February-12-2024,Single Family Residential,3303 Woodmere Dr,San Jose,95136.0,1530000.0,3.0,2.5,SAN JOSE,1665.0,3920.0,1997.0,919.0,37.2781231,-121.856817,67.0,64.0,45.0,4248.0,4.0,4.0,4.0,1348000.0
532,December-7-2023,Single Family Residential,6861 Queenswood Way,San Jose,95120.0,2450000.0,5.0,3.0,SAN JOSE,2465.0,7163.0,1980.0,994.0,37.2116967,-121.8340651,19.0,59.0,19.0,5727.0,7.0,7.0,6.0,2199888.0
533,March-11-2024,Single Family Residential,4837 Rue Lyon Ct,San Jose,95136.0,1550000.0,3.0,2.0,SAN JOSE,1313.0,8712.0,1973.0,1181.0,37.2638814,-121.8280817,53.0,69.0,46.0,3715.0,5.0,3.0,6.0,1375000.0
534,February-27-2024,Single Family Residential,2990 Knights Bridge Rd,San Jose,95132.0,1820000.0,4.0,2.0,NORTH SAN JOSE,1480.0,6300.0,1972.0,1230.0,37.4054546,-121.8645483,35.0,49.0,37.0,4075.0,5.0,7.0,8.0,1600000.0
535,October-2-2023,Single Family Residential,2442 Renfield Way,San Jose,95148.0,1275000.0,4.0,2.0,SAN JOSE,1476.0,7093.0,1979.0,864.0,37.3144776,-121.7974255,69.0,71.0,27.0,3915.0,5.0,5.0,8.0,1098000.0
536,November-13-2023,Single Family Residential,3780 Woodcreek Ln,San Jose,95117.0,2160000.0,5.0,3.0,SAN JOSE,2376.0,5968.0,1973.0,909.0,37.3038565,-121.9676403,9.0,62.0,38.0,6009.0,4.0,5.0,7.0,1838000.0
537,September-25-2023,Single Family Residential,3928 Woodcreek Ln,San Jose,95117.0,2150000.0,4.0,2.5,W.SAN JOSE,1937.0,6200.0,1974.0,1110.0,37.3025961,-121.9687066,24.0,64.0,38.0,4976.0,4.0,5.0,7.0,1888888.0
538,February-8-2024,Single Family Residential,4208 Indigo Dr,San Jose,95136.0,1425000.0,5.0,3.0,San Jose,1603.0,6970.0,1969.0,889.0,37.270251,-121.857328,,,,,,,,
539,February-6-2024,Single Family Residential,5315 Calderwood Ln,San Jose,95118.0,1915000.0,4.0,3.0,SAN JOSE,1775.0,6098.0,1960.0,1079.0,37.247854,-121.8929274,76.0,54.0,30.0,4883.0,6.0,6.0,9.0,1798000.0
540,February-12-2024,Single Family Residential,4921 Birmingham Dr,San Jose,95136.0,1730000.0,4.0,2.0,SAN JOSE,2084.0,6098.0,1970.0,830.0,37.2626652,-121.8466322,,,,,,,,
